leaid,ncessch,report_dis,report_race,report_sex,counselors_fte,psych_fte,law_fte
0409600,040960000992,0,0,0,1,0,0
0409600,040960000993,0,0,0,1,0,0
0409600,040960000994,0,0,0,1,0,1
0409600,040960000995,0,0,0,1,0,0
0409600,040960001572,0,0,0,0,0,0
0409600,040960001804,0,0,0,1,0,0
0409600,040960001805,0,1,1,1,0,1
0409600,040960002427,0,0,0,1,0,1
0409600,040960002567,0,0,0,1,0,0
0409600,040960003430,0,0,0,0,0,0
0409630,040963000157,1,0,0,1,0,0
0409630,040963000996,0,0,0,1,1,1
0409630,040963000997,1,1,1,1,0,1
0409630,040963001388,0,0,1,1,0,1
0409630,040963002775,0,0,0,1,1,1
0409630,040963003076,1,0,0,1,1,1
0409733,040973301040,0,0,0,1,0,0
0409733,040973301511,0,0,0,1,0,0
0409733,040973301512,0,0,0,1,0,0
0409733,040973303188,0,0,0,0,0,0
0409734,040973401517,0,1,1,1,1,1
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,1,0,0
0400103,040010301583,NA,NA,NA,1,0,0
0400103,040010302855,NA,NA,NA,1,0,0
0400103,040010302950,NA,NA,NA,1,0,0
0400103,040010301724,NA,NA,NA,1,0,0
0400103,040010302329,NA,NA,NA,1,0,0
0400103,040010302008,NA,NA,NA,1,0,0
0400103,040010302139,NA,NA,NA,1,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,1,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,1,0,0
NA,NA,NA,NA,NA,1,0,0
NA,NA,NA,NA,NA,1,0,1
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0,0,0
